JobTitle,Classification,Date
"                   Assistant Director, Mechanical Services",Engineering,04-10-07
                    Parliamentary Security Service Supervisor,Security,04-10-07
                    Credit Card Administrator,Engineering,04-10-07
                    Web Team Leader Information Management,Developer,04-10-07
                    Litigator (expected employment opportunity),Testing and Quality,04-10-07
                    Litigator (expected employment opportunity),Testing and Quality,04-10-07
                    Software Developer,Developer,04-10-07
                    Mainframe Developer,Developer,04-10-07
                    Applications Developer,Developer,04-10-07
                    Applications Developer,Developer,04-10-07
                    IT Security Professional,Security,04-10-07
                    Training Co-ordinator (expected employment opportunity),Testing and Quality,27-09-07
                    Software Asset Supervisor,Developer,27-09-07
                    Cargo Risk Indicator Developer,Developer,27-09-07
                   ICT Infrastructure Services Manager,Engineering,27-09-07
                    Storeperson (expected employment opportunity),Testing and Quality,27-09-07
                   Assistant Production Planner (expected employment opportunity),Testing and Quality,27-09-07
                    Engineers,Developer,27-09-07
                    Engineers,Developer,27-09-07
                    Airframes/Engines Enigneer (expected employment opportunity),Testing and Quality,27-09-07
                   Regional Inspector (expected employment opportunity),Testing and Quality,27-09-07
                   Corporate Services Administrator,Engineering,27-09-07
                   Investment Administrator,Engineering,27-09-07
                    Job Capacity Assessor (expected employment opportunity),Testing and Quality,27-09-07
                    Job Capacity Assessor (expected employment opportunity),Testing and Quality,27-09-07
                    e-Publishing Developer,Developer,27-09-07
                    System Administrator,Engineering,27-09-07
                    Oracle PL/SQL Developer,Database Development,27-09-07
                    Oracle PL/SQL Developer,Database Development,27-09-07
                    Geoscietific Data Management Officer,Database Development,27-09-07
                    Structural Engineer,Developer,27-09-07
                    Information Designer,Telecommunications,27-09-07
                    Dialler Administrator,Engineering,27-09-07
                    Team Leader - RAP & Homefront,Developer,27-09-07
                   Database Maintenance Officer,Database Development,20-09-07
                   Claims Staff (expected employment opportunity),Testing and Quality,20-09-07
